"","intlower","int","inthigher","intwidth","intcoverage","intbias","intsd","x1lower","X1","x1higher","x1width","x1coverage","x1bias","x1sd","x2lower","X2","x2higher","x2width","x2coverage","x2bias","x2sd","sig2lower","sig2","sig2higher","sig2width","sig2coverage","sig2bias","sig2sd","sig0lower","sig0","sig0higher","sig0width","sig0coverage","sig0bias","sig0sd","RMSE"
"1",-1.89896861785319,-1.80336397555682,-1.70775933326044,0.191209284592755,1,-0.003363975556816,0.0487541546947958,0.110904300695657,0.170637505814867,0.230370710934076,0.119466410238419,1,0.0206375058148666,0.0304613024310039,0.599653820639231,0.694104177610773,0.788554534582316,0.188900713943085,1,-0.0058958223892267,0.0481655200434104,0.0516475852501879,0.0818364323668627,0.129671147839612,0.0780235625894243,0,-0.41816357,0.0192185155221743,2.13830847414853,2.26283319604439,2.39460963421539,0.256301160066861,0,2.0128332,0.0653492499784492,2.22117142542713
"2",-1.90717956363374,-1.81127743310314,-1.71537530257255,0.191804261061194,1,-0.0112774331031422,0.0489058605852489,0.117129067413964,0.177125870359914,0.237122673305864,0.1199936058919,1,0.0271258703599138,0.030595725707044,0.643279062099669,0.71697877548085,0.790678488862031,0.147399426762361,1,0.0169787754808499,0.0375836062019797,0.0214068660938853,0.0365117167348495,0.0622746670661282,0.0408678009722429,0,-0.46348828,0.00994630039111489,2.16175274626613,2.2876000071982,2.42077351444196,0.259020768175827,0,2.03760001,0.0660426932499598,2.25134828668931
"3",-1.83173348023815,-1.73859186284224,-1.64545024544634,0.186283234791815,1,0.0614081371577564,0.0474981205302371,0.0950494712472913,0.153278379816371,0.211507288385451,0.11645781713816,1,0.0032783798163713,0.0296941774781747,0.599908840651673,0.67985967588935,0.759810511127027,0.159901670475354,1,-0.0201403241106496,0.0407714028893294,0.0310990864295688,0.0508055131473938,0.0829992280324934,0.0519001416029247,0,-0.44919449,0.0127230341611221,2.03394795646248,2.15237401351314,2.27769539497168,0.243747438509199,0,1.90237401,0.0621484321327389,2.11529507805743
"4",-1.98208466621188,-1.88641430716161,-1.79074394811135,0.191340718100527,1,-0.0864143071616117,0.0487876673434291,0.117920095741303,0.177706726566827,0.23749335739235,0.119573261651047,1,0.0277067265668269,0.030488547186988,0.67521601405106,0.764578399207528,0.853940784363996,0.178724770312936,1,0.0645783992075283,0.0455708786222762,0.0437034475485711,0.0696702046286894,0.111065320593047,0.0673618730444755,0,-0.4303298,0.016577041464452,2.14289504027112,2.26765104215887,2.39967014359863,0.256775103327507,0,2.017651,0.0654701110612824,2.22683958031747
"5",-1.79744972637402,-1.70012958398843,-1.60280944160285,0.194640284771171,0,0.0998704160115691,0.0496289841457433,0.102720813377547,0.163524557849467,0.224328302321387,0.121607488943839,1,0.0135245578494672,0.0310072303269224,0.514602182116078,0.611358092706008,0.708114003295939,0.193511821179861,1,-0.0886419072939917,0.0493412507931744,0.0544975850555093,0.0863272102674468,0.136747109527316,0.0822495244718069,0,-0.41367279,0.0202603316071063,2.21556001240191,2.34458693334417,2.48112795737307,0.265567944971155,0,2.09458693,0.0677120054266981,2.30131977851844
"6",-1.87692250504087,-1.78194906950238,-1.6869756339639,0.189946871076967,1,0.0180509304976155,0.0484322670627772,0.076743111384521,0.136121047558257,0.195498983731993,0.118755872347472,1,-0.0138789524417429,0.0302801309239533,0.588400216767147,0.668941346843882,0.749482476920617,0.16108226015347,1,-0.0310586531561178,0.0410724272455501,0.0308049632880695,0.0507665956856562,0.0836633763660102,0.0528584130779407,0,-0.4492334,0.0129395745870962,2.1151999419653,2.23838972402671,2.36875411029609,0.253554168330797,0,1.9883897,0.0646488420824601,2.20011535607596
"7",-1.85070883497782,-1.74954820279458,-1.64838757061135,0.202321264366477,1,0.0504517972054159,0.0515874647090418,0.0819490476149427,0.14519796234869,0.208446877082437,0.126497829467495,1,-0.00480203765130999,0.0322541594125487,0.552318438752049,0.637442789911955,0.722567141071861,0.170248702319811,1,-0.0625572100880449,0.0434096680355594,0.033826406303098,0.0561309629041664,0.0931427645111787,0.0593163582080807,0,-0.44386904,0.0145039871050806,2.40013122610296,2.53992822678415,2.68786778283354,0.287736556730584,0,2.28992823,0.0733643370111505,2.49671276716351
"8",-1.85375374635274,-1.75998470986508,-1.66621567337741,0.18753807297533,1,0.0400152901349231,0.0478180766194319,0.0663478900318295,0.124968189194466,0.183588488357103,0.117240598325274,1,-0.0250318108055338,0.0298937694340255,0.55645239010464,0.637166357406697,0.717880324708754,0.161427934604114,1,-0.0628336425933029,0.0411605666142874,0.0320302171098317,0.0519602454236457,0.0842912520769886,0.0522610349671569,0,-0.44803975,0.0128259110742374,2.06135645758534,2.18135513561873,2.30833935110091,0.246982893515567,0,1.93135514,0.0629733907043768,2.14371429031281
"9",-1.91129918013828,-1.8134301922272,-1.71556120431611,0.195737975822165,1,-0.0134301922271958,0.0499088711785367,0.0736276548414515,0.134831383869093,0.196035112896735,0.122407458055283,1,-0.015168616130907,0.0312112048247793,0.642043499917268,0.721531827701973,0.801020155486677,0.158976655569409,1,0.0215318277019728,0.0405355444689839,0.027860541736989,0.0465492833639889,0.0777743592409814,0.0499138175039924,0,-0.45345072,0.0121909159756591,2.24819863957818,2.37912074039794,2.51766698802631,0.269468348448127,0,2.12912074,0.0687064964960337,2.33962656102148
"10",-1.7779797858314,-1.6777580077006,-1.5775362295698,0.200443556261607,0,0.122241992299401,0.0511086905134714,0.0599307140401737,0.122646498519535,0.185362282998897,0.125431568958723,1,-0.0273535014804647,0.031982286475519,0.58033271924316,0.654893893402427,0.729455067561694,0.149122348318534,1,-0.0451061065975732,0.0380229132380138,0.0199989702400519,0.0350865780060498,0.0615565672331049,0.0415575969930531,0,-0.46491342,0.0100631923527979,2.36304814638348,2.5006691674467,2.64630506771053,0.283256921327042,0,2.25066917,0.0722221708290967,2.46232715014022
