"","intlower","int","inthigher","intwidth","intcoverage","intbias","intsd","x1lower","X1","x1higher","x1width","x1coverage","x1bias","x1sd","x2lower","X2","x2higher","x2width","x2coverage","x2bias","x2sd","sig2lower","sig2","sig2higher","sig2width","sig2coverage","sig2bias","sig2sd","sig0lower","sig0","sig0higher","sig0width","sig0coverage","sig0bias","sig0sd","RMSE"
"14",-1.88747557347628,-1.85390561030057,-1.82033564712485,0.0671399263514254,0,-0.0539056103005664,0.0171192019388927,0.12491918888419,0.146520061725415,0.168120934566641,0.0432017456824511,1,-0.00347993827458482,0.0110154932935053,0.594873732992556,0.785901689642534,0.976929646292512,0.382055913299956,1,0.0859016896425342,0.0974158401291004,0.31611009514677,0.470458713222799,0.700171883926982,0.384061788780212,1,-0.0295413,0.095441900464193,0.266136447183577,0.281634959355555,0.298036030654954,0.0318995834713779,0,0.031635,0.00813345461172003,0.275676413375035
"15",-1.84584249917077,-1.81130546097522,-1.77676842277967,0.0690740763910989,1,-0.0113054609752188,0.0176123675842641,0.127932475985389,0.150155547833106,0.172378619680822,0.0444461436954338,1,0.000155547833105563,0.0113327873692406,0.397488474808795,0.566652976376855,0.735817477944915,0.33832900313612,1,-0.133347023623145,0.0862664414636871,0.246851711787645,0.367825793335821,0.548085379936579,0.301233668148933,1,-0.1321742,0.0748467252445034,0.281697379774618,0.298102264487551,0.315462501510328,0.0337651217357104,0,0.0481023,0.00860911184760983,0.291802406316372
"16",-1.81440687906855,-1.78032951725176,-1.74625215543497,0.0681547236335884,1,0.0196704827482408,0.0173779528870164,0.118090849457488,0.140018244950109,0.16194564044273,0.0438547909852419,1,-0.00998175504989121,0.011182005457299,0.457618719986032,0.66900556871791,0.880392417449788,0.422773697463756,1,-0.0309944312820898,0.107797977963983,0.386953186473429,0.576863690123273,0.859979265232102,0.473026078758673,1,0.0768637,0.117524091270501,0.274239008833804,0.290209835095569,0.307110752567071,0.0328717437332677,0,0.0402098,0.00838132660614647,0.284066752629765
"17",-1.80479967293547,-1.77088717839695,-1.73697468385843,0.067824989077041,1,0.0291128216030472,0.0172938778400731,0.135282527271919,0.157103847641028,0.178925168010137,0.0436426407382181,1,0.00710384764102798,0.0111279118185723,0.368020042046149,0.584916781862191,0.801813521678234,0.433793479632085,1,-0.115083218137809,0.110607779620225,0.407846941072476,0.607587630646868,0.905150172131541,0.497303231059065,1,0.1075876,0.123567135516685,0.271591472028094,0.287407574572977,0.304144726287197,0.0325532542591036,0,0.0374076,0.00830012146334469,0.281322837774533
"18",-1.84544767959299,-1.81186252541434,-1.77827737123568,0.0671703083573139,1,-0.0118625254143356,0.0171269486809936,0.145977976795977,0.167588690196842,0.189199403597707,0.0432214268017297,1,0.0175886901968417,0.0110205115452911,0.49725490252635,0.729551678233771,0.961848453941192,0.464593551414841,1,0.029551678233771,0.118461119312937,0.467986940072253,0.697614454690832,1.03991347988995,0.571926539817698,1,0.1976145,0.142097493778867,0.2663712904879,0.281883773963559,0.298299647377157,0.0319283568892565,0,0.0318838,0.00814079082534979,0.275913793598351
"19",-1.83792521784082,-1.80387624512445,-1.76982727240809,0.0680979454327297,1,-0.00387624512445051,0.0173634756967804,0.115541730778008,0.137450854314101,0.159359977850195,0.0438182470721873,1,-0.0125491456858987,0.0111726875646348,0.594482722736516,0.802877749564846,1.01127277639318,0.41679005365666,1,0.102877749564846,0.106272280629614,0.376581982320748,0.560540302504469,0.834361295767418,0.45777931344667,1,0.0605403,0.113758989420811,0.273783086912037,0.28972694829511,0.306599306462517,0.03281621955048,0,0.0397269,0.00836716979989069,0.283594536832058
"20",-1.82141854074786,-1.78741496759531,-1.75341139444276,0.068007146305106,1,0.0125850324046892,0.0173403239197955,0.1436005920905,0.165480447444448,0.187360302798396,0.0437597107078959,1,0.0154804474444478,0.0111577620814607,0.543299553964925,0.725097989292941,0.906896424620956,0.363596870656032,1,0.0250979892929406,0.0927091909593362,0.285909701099152,0.425611312749993,0.633574127930524,0.347664426831372,1,-0.0743887,0.0863942754782049,0.273058744521035,0.288960072270059,0.305787399384625,0.0327286548635894,0,0.0389601,0.00834484357420221,0.282849154879829
"21",-1.83933811441359,-1.80398789705996,-1.76863767970633,0.0707004347072675,1,-0.00398789705995894,0.0180270531216559,0.14541932559953,0.168165777572359,0.190912229545189,0.0454929039456592,1,0.0181657775723592,0.0115996881699864,0.544297725176433,0.781149986254029,1.01800224733163,0.473704522155192,1,0.0811499862540292,0.12078421611151,0.483861702013623,0.724968461625541,1.08621795890121,0.602356256887588,1,0.2249685,0.149556723804199,0.295106076033708,0.312292000210291,0.330478771247681,0.0353726952139721,0,0.062292,0.00901899565637637,0.30567894682151
"22",-1.82542074752108,-1.79171224337175,-1.75800373922242,0.0674170082986643,1,0.00828775662824799,0.0171898517305468,0.112932394937643,0.134622410198561,0.156312425459479,0.0433800305218359,1,-0.0153775898014387,0.0110609519994338,0.598929115066895,0.78938927125649,0.979849427446085,0.38092031237919,1,0.0893892712564899,0.0971262869147757,0.314633255885207,0.467608843718981,0.694961599367548,0.380328343482341,1,-0.0323912,0.0945313576522734,0.26833788843973,0.283964606695876,0.300501350460819,0.0321634620210893,0,0.0339646,0.00820073587034656,0.277957047787863
"23",-1.83731641534503,-1.80303971911433,-1.76876302288363,0.0685533924613981,1,-0.00303971911433232,0.0174796046543165,0.134738651044447,0.156794294347123,0.178849937649799,0.044111286605352,1,0.00679429434712342,0.0112474061891097,0.687449261567848,0.891089261854728,1.09472926214161,0.40728000057376,1,0.191089261854728,0.103847426626594,0.359623915681579,0.535009156328464,0.795928148473682,0.436304232792103,1,0.0350092,0.108430074755405,0.277458680539144,0.293616411578417,0.310715083704233,0.0332564031650895,0,0.0436164,0.00847940375960794,0.287402729550138
"24",-1.81521570474021,-1.78070991915533,-1.74620413357046,0.0690115711697543,1,0.0192900808446679,0.0175964301299865,0.104013704513902,0.126216796645479,0.148419888777056,0.0444061842631539,0,-0.0237832033545214,0.0113225985944274,0.461898920530472,0.691763336477401,0.92162775242433,0.459728831893858,1,-0.00823666352259855,0.11722072301849,0.458354231067402,0.682773158402853,1.01707185019277,0.558717619125369,1,0.1827732,0.138828575172848,0.281176380343553,0.29755055565099,0.314878273416977,0.033701893073424,0,0.0475506,0.00859299060123826,0.29124983364582
