"","intlower","int","inthigher","intwidth","intcoverage","intbias","intsd","x1lower","X1","x1higher","x1width","x1coverage","x1bias","x1sd","x2lower","X2","x2higher","x2width","x2coverage","x2bias","x2sd","sig2lower","sig2","sig2higher","sig2width","sig2coverage","sig2bias","sig2sd","philower","phi","phihigher","phiwidth","phicoverage","phibias","reslower","res","reshigher","reswidth","rescoverage","resbias","resd","sig0bias","RMSE"
"64",-2.05351636459616,-1.86158992715503,-1.66966348971389,0.383852874882261,1,-0.0615899271550251,0.097874025740489,0.0610625234972156,0.138423740902575,0.215784958307934,0.154722434810719,1,-0.0115762590974251,0.0394508119079226,0.62850828218423,0.896888353978148,1.16526842577206,0.536760143587835,1,0.196888353978148,0.136862010284795,0.633654696033924,0.882614149258875,1.22938840562189,0.595733709587965,0,0.3826141,0.1492293629164,0.459635785831292,0.496102826336119,0.530899776252577,0.0712639904212845,0,-0.403897173663882,5.72229824924155,6.15549649192083,6.62148937571922,0.899191126477673,0,4.83970702631579,0.229186236721635,4.39051792439749,5.95886388392634
"65",-1.97653972107441,-1.77300727005991,-1.56947481904541,0.407064902029007,1,0.0269927299400887,0.103792581236905,-0.00227989138237875,0.0792367612476431,0.160753413877665,0.163033305260044,1,-0.0707632387523569,0.0415699007607353,0.512987981195504,0.83193136284349,1.15087474449148,0.637886763295972,1,0.13193136284349,0.162647070207556,0.856536469797442,1.26276950297148,1.86166832804205,1.0051318582446,0,0.76277,0.250088176883293,0.463034140153403,0.499862855121589,0.534968497057306,0.0719343569039023,0,-0.400137144878411,6.39740306716308,6.88601506450873,7.41194559274005,1.01454252557697,0,5.57022552631579,0.258583102989358,4.9154555021728,6.64925450859155
"66",-1.96680836577622,-1.77418166021199,-1.58155495464776,0.385253411128466,1,0.0258183397880107,0.098231131625533,0.0739298442118109,0.14747053364811,0.221011223084409,0.147081378872598,1,-0.00252946635189027,0.0375025109975762,0.474878142693287,0.758307799501006,1.04173745630872,0.566859313615438,1,0.0583077995010056,0.144536635472773,0.694996238891074,0.995794462308035,1.42677982365133,0.73178358476026,0,0.4957945,0.182718654983866,0.490847994669114,0.52661879208893,0.560617150497189,0.069769155828075,0,-0.37338120791107,5.50379966981121,5.93465718782457,6.39924380427276,0.895444134461554,0,4.61886772631579,0.22821768875304,4.03881443262089,5.7759710388063
"67",-1.89736545787315,-1.68788295149325,-1.47840044511336,0.418965012759792,1,0.112117048506748,0.106826847280469,0.0339770991014202,0.113320979982985,0.19266486086455,0.15868776176313,1,-0.0366790200170148,0.0404618829135229,0.391432122518032,0.68467740539314,0.977922688268249,0.586490565750218,1,-0.0153225946068595,0.149542172235646,0.791524148911488,1.06141701650189,1.42333760058881,0.631813451677323,0,0.561417,0.158890393248428,0.495384773499276,0.530843121140295,0.564535443736837,0.0691506702375606,0,-0.369156878859705,6.46595951845254,6.97406932392118,7.52210755357444,1.0561480351219,0,5.65827952631579,0.269173670376058,4.75881527625209,6.75725526099663
"68",-2.10016294959995,-1.89845755901174,-1.69675216842353,0.403410781176423,1,-0.0984575590117414,0.102860860930019,0.0304814874638831,0.110663924219764,0.190846360975645,0.160364873511762,1,-0.039336075780236,0.0408895094579525,0.405158802233172,0.663958330478569,0.922757858723967,0.517599056490795,1,-0.0360416695214305,0.131976355247494,0.54084729809739,0.81297596699685,1.22202685534254,0.681179557245149,0,0.312976,0.169054228163662,0.467860970971022,0.504145987603782,0.538734325903276,0.0708733549322546,0,-0.395854012396218,6.2478118161757,6.72465675389927,7.23789540854689,0.990083592371183,0,5.40886752631579,0.252349408807545,4.76549681387537,6.54455539167904
"69",-1.97859796851836,-1.78028258945164,-1.58196721038492,0.396630758133441,1,0.0197174105483588,0.101132104436965,0.0444476233613336,0.121372128610558,0.198296633859783,0.153849010498449,1,-0.0286278713894418,0.039228107952279,0.569284857192949,0.870098929955945,1.17091300271894,0.601628145525992,1,0.170098929955945,0.153401921555166,0.763032182080003,1.12325716802608,1.65354318618985,0.890511004109845,0,0.623257,0.221611089530651,0.481895954990938,0.517983096472033,0.5523160350016,0.0704200800106617,0,-0.382016903527967,5.91230795991086,6.3715885427863,6.86654701240863,0.954239052497774,0,5.05579952631579,0.243205872185857,4.41205033096029,6.16441580193933
"70",-2.05945525475936,-1.85676407222112,-1.65407288968288,0.405382365076479,1,-0.0567640722211209,0.103363571385015,0.0410099017760536,0.120659472325808,0.200309042875562,0.159299141099509,1,-0.029340527674192,0.0406177711738994,0.539773491103301,0.812464188636719,1.08515488617014,0.545381395066836,1,0.112464188636719,0.139060239461612,0.547244696957794,0.909727086771601,1.51230953357191,0.965064836614116,0,0.4097271,0.235906131646101,0.474626641190169,0.510721684509113,0.545101864266361,0.0704752230761917,0,-0.389278315490887,6.24692902710726,6.72722170249941,7.2444414908833,0.997512463776044,0,5.41143222631579,0.254239588140865,4.72251580177694,6.56922656585732
"71",-2.10685107587387,-1.89544622330222,-1.68404137073057,0.422809705143295,1,-0.0954462233022204,0.107807159128915,0.0941217144905607,0.176365436316112,0.258609158141663,0.164487443651102,1,0.0263654363161117,0.0419406740117115,0.475915155646914,0.7758099502054,1.07570474476389,0.599789589116972,1,0.0758099502053999,0.152933130179416,0.738966229908319,1.10846549531621,1.66272246900789,0.923756239099573,0,0.608465,0.22932065895559,0.480257454193825,0.516341551310579,0.550680875769787,0.0704234215759626,0,-0.383658448689421,6.73643677144499,7.25839258621797,7.82079083099047,1.08435405954548,0,5.94260352631579,0.276369417656592,5.0732430213691,7.03264180278545
"72",-1.81728730653492,-1.61515876435273,-1.41303022217053,0.404257084364395,1,0.184841235647273,0.10307664959652,0.0890959686822247,0.169103344692706,0.249110720703188,0.160014752020963,1,0.0191033446927064,0.0408002361919564,0.250577419012438,0.541237423337643,0.831897427662848,0.58132000865041,1,-0.158762576662357,0.148223794097057,0.72664213121701,1.04081217855772,1.49081637919856,0.764174247981547,0,0.540812,0.190813333388515,0.470454357966204,0.506622151413038,0.541090628328635,0.0706362703624303,0,-0.393377848586962,6.25046619526675,6.728392138641,7.24286146937461,0.992395274107863,0,5.41260252631579,0.252937792951218,4.75144250997993,6.55119828230185
"73",-1.94093938476622,-1.72772146480628,-1.51450354484634,0.426435839919877,1,0.0722785351937234,0.108731743603033,0.0909519739379697,0.172166231204981,0.253380488471992,0.162428514534022,1,0.022166231204981,0.0414156924508343,0.236698634591924,0.530984938838353,0.825271243084781,0.588572608492857,1,-0.169015061161647,0.150073047261782,0.764841109200825,1.06666757801175,1.48760272989288,0.722761620692056,0,0.566668,0.181024728730553,0.492045463038314,0.527842599865004,0.561857807528568,0.0698123444902543,0,-0.372157400134996,6.73006872067257,7.25831497653307,7.82802352920096,1.09795480852839,0,5.94252552631579,0.279829294407311,4.98601916872413,7.05519980709337
