"","intlower","int","inthigher","intwidth","intcoverage","intbias","intsd","x1lower","X1","x1higher","x1width","x1coverage","x1bias","x1sd","x2lower","X2","x2higher","x2width","x2coverage","x2bias","x2sd","Vx2lower","Vx2","Vx2higher","Vx2width","Vx2coverage","Vx2bias","Vx2sd","sig2bias","philower","phi","phihigher","phiwidth","phicoverage","phibias","phisd","sig0lower","sig0","sig0higher","sig0width","sig0coverage","sig0bias","sig0sd","RMSE"
"56",-1.84309349085687,-1.8006503401098,-1.75817688275811,0.0849166080987576,1,-0.000650340109799252,0.0257786876538781,0.0968243833288787,0.124211455563339,0.15163108606837,0.054806702739491,1,-0.0257885444366611,0.0166376598700109,0.630629283281318,0.68440041984263,0.738307495971234,0.107678212689916,1,-0.0155995801573704,0.0326879872512844,0.565835899259866,0.609148839938889,0.65629788448293,0.090461985223064,1,0.0139107447007941,0.0274276772850842,0.0341066865729679,0.350986920782274,0.395630528220356,0.438620016847572,0.0876330960652982,1,-0.00436947177964375,0.0265427244559988,0.233018411418787,0.260496975681932,0.291155654355837,0.0581372429370501,1,0.0104969756819318,0.0176362813577064,0.0942228260833382
"57",-1.80837391184087,-1.76752035264492,-1.72675153323429,0.0816223786065842,1,0.0324796473550788,0.0247797070712392,0.115129061678369,0.141437313536022,0.1677809030637,0.0526518413853311,1,-0.00856268646397768,0.0159834648896296,0.641349051293024,0.695380571873306,0.749367285174855,0.108018233881832,1,-0.0046194281266938,0.0327933821713775,0.554550875538221,0.597077538465802,0.643363704348833,0.0888128288106119,1,0.00183944322770691,0.0269276262054152,0.00520172187378876,0.392270129839553,0.436446376467545,0.478797791646778,0.0865276618072248,1,0.0364463764675446,0.0262068256805386,0.214708214514694,0.239978483081013,0.267652325873157,0.0529441113584634,1,-0.0100215169189866,0.0160564362965373,0.0862753044482542
"58",-1.83546900675024,-1.79372825349105,-1.75202864623379,0.0834403605164509,1,0.00627174650895079,0.0253312096548461,0.126097089457524,0.153051562444491,0.180075886057881,0.0539787966003571,1,0.00305156244449062,0.0163859702696969,0.634136625214565,0.685301223532691,0.73648092939842,0.102344304183855,1,-0.0146987764673089,0.0310695624372059,0.529437136284399,0.569338634626412,0.612944825048067,0.0835076887636683,1,-0.0258994606116831,0.0253203526856268,0.01663810871063,0.304244087279896,0.350019170575544,0.395072653759246,0.0908285664793502,0,-0.049980829424456,0.0274879190200413,0.223803713710873,0.249960135545503,0.279549007712269,0.0557452940013963,1,-3.98644544968574e-05,0.0169146079792473,0.0896053019180648
"59",-1.86016852445675,-1.81942340171126,-1.77875795207206,0.0814105723846974,1,-0.0194234017112567,0.0247153868282589,0.110344005533926,0.136605024999943,0.162855769993588,0.0525117644596622,1,-0.0133949750000574,0.0159413881144218,0.696749667041298,0.74951757403733,0.802307867434104,0.105558200392806,1,0.0495175740373301,0.0320457220558108,0.537595506990658,0.579087390944141,0.624176357012765,0.0865808500221068,1,-0.0161507042939542,0.0262504256212406,-0.000608513475864492,0.370976113807016,0.416021354823181,0.459246084018607,0.088269970211591,1,0.0160213548231812,0.026736622195227,0.213116884917577,0.238322645020254,0.266454552990639,0.0533376680730625,1,-0.0116773549797462,0.0161804179419615,0.0857578255549983
"60",-1.82697945669686,-1.7836202095645,-1.74017829303541,0.0868011636614525,1,0.0163797904355028,0.0263503030171184,0.122279063762412,0.150192735713454,0.17817746596627,0.0558984022038584,1,0.00019273571345374,0.0169686985626266,0.58944498924516,0.643295391896236,0.697223827432771,0.107778838187612,0,-0.0567046081037644,0.0327191457419714,0.556381023007528,0.599902787903249,0.647189553685651,0.0908085306781234,1,0.0046646926651539,0.0275322482831889,0.0274459384964783,0.347535587577097,0.395016730875892,0.440551678457141,0.0930160908800441,1,-0.0049832691241084,0.0281773333213188,0.2491813947937,0.278587660626793,0.311476109989947,0.0622947151962469,1,0.0285876606267935,0.0188982230587554,0.103821985946836
"61",-1.83559606751839,-1.79206611457007,-1.74852583283765,0.0870702346807402,1,0.00793388542993068,0.0264326035814916,0.14235136569882,0.170340410447169,0.198352660509682,0.0560012948108619,1,0.020340410447169,0.0170003662935445,0.653845508652879,0.708273493124376,0.762732151069631,0.108886642416752,1,0.00827349312437564,0.0330559002883042,0.56347418909798,0.606914564762321,0.654139922671216,0.090665733573236,1,0.0116764695242262,0.0274890509563789,0.028003496108696,0.360582945895335,0.405764726938645,0.449735491204354,0.0891525453090185,1,0.00576472693864505,0.0269845113200649,0.25304986898052,0.281788773098636,0.314093104665787,0.0610432356852672,0,0.0317887730986363,0.0185197519832329,0.105478105702066
"62",-1.86514632361433,-1.82383843536442,-1.78251779920158,0.0826285244127465,1,-0.0238384353644228,0.0250843644558877,0.110825669626619,0.1376491490618,0.164447302259261,0.0536216326326425,1,-0.0123508509382003,0.0162785037482976,0.688922032596098,0.744055691676168,0.799180073952687,0.110258041356589,1,0.0440556916761681,0.0334727515211423,0.60727847720132,0.653118028713293,0.702933706711168,0.0956552295098486,0,0.0578799334751977,0.029001530393449,0.0649023920594237,0.367516591699884,0.410913039048371,0.452588523750652,0.0850719320507676,1,0.0109130390483713,0.0257709029193945,0.209938579102647,0.236418656664063,0.265154034605631,0.0552154555029842,1,-0.0135813433359368,0.0167443549363225,0.0807482772724491
"63",-1.81662789203054,-1.77483396180803,-1.7329959580602,0.0836319339703433,1,0.0251660381919681,0.0253885106225097,0.109000842191152,0.135914078388519,0.162834538233461,0.053833696042309,1,-0.014085921611481,0.0163424974588662,0.633728357664182,0.686025736038842,0.738329287360289,0.104600929696107,1,-0.0139742639611578,0.0317550707765099,0.525711641325717,0.566222155614954,0.610194795108189,0.0844831537824723,1,-0.0290159396231416,0.0256140538570807,-0.00396506090642124,0.352075318122624,0.398459840511132,0.443060970980635,0.0909856528580104,1,-0.0015401594888681,0.0275573971731331,0.231175673054287,0.257770750481164,0.287554488789333,0.0563788157350463,1,0.00777075048116377,0.0171036439644862,0.0954950741245904
"64",-1.81662789203054,-1.77483396180803,-1.7329959580602,0.0836319339703433,1,0.0251660381919681,0.0253885106225097,0.109000842191152,0.135914078388519,0.162834538233461,0.053833696042309,1,-0.014085921611481,0.0163424974588662,0.633728357664182,0.686025736038842,0.738329287360289,0.104600929696107,1,-0.0139742639611578,0.0317550707765099,0.525711641325717,0.566222155614954,0.610194795108189,0.0844831537824723,1,-0.0290159396231416,0.0256140538570807,-0.00396506090642124,0.352075318122624,0.398459840511132,0.443060970980635,0.0909856528580104,1,-0.0015401594888681,0.0275573971731331,0.231175673054287,0.257770750481164,0.287554488789333,0.0563788157350463,1,0.00777075048116377,0.0171036439644862,4.25113907743593
"65",-1.82414728346086,-1.78174095296838,-1.73932008680181,0.0848271966590417,1,0.0182590470316195,0.0257516085336226,0.142185341722526,0.169502973639372,0.19682979340985,0.0546444516873248,1,0.0195029736393723,0.0165885943153443,0.607717342524202,0.660708056943884,0.713698855009082,0.105981512484881,1,-0.0392919430561163,0.032174203894379,0.543486219066649,0.585267624572077,0.63054750049877,0.087061281432121,1,-0.00997047066601786,0.0263951577008556,0.0143875804649057,0.348004403353592,0.393248093136693,0.436707449436198,0.0887030460826064,1,-0.0067519068633074,0.0268718316260809,0.237421333575056,0.264118892812445,0.293871856092051,0.0564505225169942,1,0.0141188928124455,0.0171238170577084,0.097331346423682
